,VOT,numWords,SCRIND,SCROUTD,TGTIND,TGTOUTD
4402,1,6,59,80,84,322
4403,1,20,76,255,379,31
4404,1,98,58,74,62,0
4405,-1,34,0,110,354,108
4406,1,1,57,190,33,0
4407,-1,21,0,14,54,13
4408,-1,105,0,13,8,0
4409,-1,16,0,75,216,259
4410,1,61,0,5,85,4
4411,-1,15,0,59,8,0
4412,1,13,65,51,98,57
4413,1,14,89,7,339,175
4414,1,3,57,15,485,18
4415,1,40,0,93,74,209
4416,1,16,0,1,48,1
4417,-1,9,155,183,195,81
4418,-1,11,0,1,57,0
4419,1,17,35,8,80,53
4420,1,7,221,210,147,56
4421,-1,566,0,3,250,48
4422,1,22,96,390,141,88
4423,1,0,0,103,200,48
4424,0,122,47,67,82,0
4425,1,13,0,21,72,0
4426,0,9,60,296,94,5
4427,-1,16,0,117,50,13
4428,1,26,55,71,37,69
4429,1,15,156,134,42,0
4430,1,6,0,89,116,8
4431,1,3,0,13,83,4
4432,-1,12,100,142,16,0
4433,1,36,50,68,178,41
4434,-1,63,0,19,71,54
4435,1,25,0,45,98,57
4436,1,6,27,62,40,19
4437,1,71,0,5,80,52
4438,0,67,68,84,147,95
4439,1,4,59,266,65,6
4440,1,13,73,81,67,6
4441,1,5,0,191,78,65
4442,1,44,164,660,80,31
4443,1,17,42,15,93,123
4444,1,42,110,101,106,8
4445,1,2,35,304,85,1
4446,1,95,0,150,94,0
4447,1,6,70,79,351,522
4448,1,1,48,199,133,1
4449,1,42,48,94,237,0
4450,1,19,0,1,72,20
4451,0,50,0,98,189,75
4452,0,16,177,130,61,9
4453,1,11,45,4,150,53
4454,1,14,0,49,80,0
4455,1,0,39,123,31,49
4456,1,1,0,21,108,23
4457,1,1,22,113,115,5
4458,1,14,38,38,96,165
4459,1,13,56,9,50,84
4460,1,3,155,79,120,134
4461,1,1,138,248,97,31
4462,1,21,102,96,57,20
4463,1,14,67,730,82,39
4464,1,91,2,137,36,3
4465,1,7,68,90,87,9
4466,-1,35,165,274,19,0
4467,1,48,0,50,39,39
4468,1,73,63,75,102,0
4469,1,0,18,860,22,77
4470,1,0,27,32,30,1
4471,-1,7,74,248,214,162
4472,1,3,67,730,108,31
4473,1,92,145,253,286,33
4474,1,4,60,296,165,30
4475,1,0,149,81,128,18
4476,1,15,0,34,97,0
4477,-1,8,0,1,4,2
4478,1,4,0,16,106,28
4479,1,10,80,188,129,2
4480,1,23,31,49,57,0
4481,1,22,0,40,125,43
4482,1,26,0,163,286,33
4483,-1,96,128,238,134,51
4484,-1,20,0,4,141,88
4485,1,91,47,374,195,32
4486,1,10,128,173,91,39
4487,0,135,138,248,77,0
4488,1,3,0,5,141,41
4489,1,14,190,270,164,48
4490,0,42,0,31,104,2
4491,1,20,232,33,232,33
4492,1,3,35,254,32,72
4493,1,11,0,28,169,79
4494,1,4,0,1,108,31
4495,1,2,79,200,61,2
4496,-1,26,39,59,91,5
4497,1,15,140,114,132,50
4498,1,76,0,24,138,5
4499,1,108,61,212,144,75
4500,1,4,0,16,68,29
4501,1,19,0,2,149,28
4502,1,22,0,25,72,205
4503,-1,11,0,313,141,100
4504,1,8,107,63,151,81
4505,1,1,0,7,277,26
4506,1,16,0,20,63,30
4507,0,39,0,53,73,13
4508,-1,95,112,147,375,8
4509,1,5,0,6,76,319
4510,1,18,0,29,119,31
4511,1,18,0,117,61,10
4512,1,13,8,5,20,2
4513,0,7,30,936,45,13
4514,1,3,61,92,71,9
4515,0,138,82,66,458,0
4516,1,19,204,54,128,281
4517,1,13,108,152,82,22
4518,1,2,28,126,23,3
4519,1,3,277,217,101,0
4520,1,7,318,1101,234,42
4521,1,2,24,83,19,7
4522,1,0,51,190,162,8
4523,1,1,31,79,34,36
4524,1,4,39,253,114,3
4525,1,7,120,41,47,85
4526,1,21,107,257,47,2
4527,1,54,65,71,189,82
4528,1,7,165,393,92,39
4529,1,11,0,119,196,0
4530,1,21,94,18,159,23
4531,1,4,65,34,259,21
4532,1,16,51,23,94,36
4533,1,2,47,5,40,3
4534,1,8,76,255,116,10
4535,1,4,68,89,104,2
4536,1,1,0,56,139,152
4537,-1,14,63,114,46,7
4538,1,3,30,936,18,41
4539,1,21,304,60,152,190
4540,1,36,0,54,67,38
4541,1,27,0,248,176,11
4542,1,14,94,97,77,6
4543,1,6,45,148,78,152
4544,1,1,30,936,726,206
4545,1,21,0,15,152,190
4546,1,7,210,94,159,17
4547,1,1,0,110,166,44
4548,1,3,0,125,52,0
4549,-1,48,165,274,28,0
4550,1,9,66,128,39,2
4551,1,0,17,4,12,0
4552,-1,21,57,302,23,0
4553,1,5,78,605,72,54
4554,1,21,0,7,94,15
4555,1,4,19,197,121,22
4556,1,21,0,229,67,38
4557,1,11,0,27,151,54
4558,1,2,0,80,156,371
4559,1,16,89,29,534,40
4560,1,2,0,1,46,0
4561,1,16,26,98,25,0
4562,-1,3,0,5,148,72
4563,1,60,82,47,96,165
4564,0,17,14,17,154,38
4565,1,28,61,114,40,13
4566,-1,74,161,263,106,28
4567,0,4,72,205,71,0
4568,-1,113,444,195,12,11
4569,-1,8,0,32,50,13
4570,1,23,54,25,64,43
4571,0,273,141,55,144,75
4572,-1,18,0,12,534,40
4573,1,55,0,12,109,40
4574,1,0,0,177,33,13
4575,-1,16,187,328,276,32
4576,1,0,39,123,12,4
4577,-1,0,0,926,2,0
4578,1,108,64,43,220,28
4579,1,12,0,38,125,51
4580,1,1,55,28,106,19
4581,1,25,0,110,117,9
4582,-1,22,0,1,78,0
4583,1,7,0,74,92,41
4584,1,18,202,210,84,190
4585,-1,4,0,8,46,0
4586,-1,24,63,13,23,1
4587,1,143,0,191,106,3
4588,1,9,139,65,132,305
4589,1,1,165,274,49,22
4590,1,8,9,19,17,14
4591,-1,11,139,110,13,26
4592,1,2,152,63,70,133
4593,1,6,0,92,177,130
4594,-1,0,0,926,31,2
4595,0,30,0,16,55,22
4596,-1,2,0,46,16,3
4597,1,2,0,13,82,20
4598,1,13,0,428,71,57
4599,1,3,150,238,94,15
4600,0,4,20,167,27,0
4601,1,17,255,231,199,455
4602,1,10,0,19,92,41
4603,1,0,149,81,108,14
4604,1,15,0,13,47,2
4605,-1,72,0,17,29,0
4606,1,13,0,18,128,18
4607,1,1,0,17,264,241
4608,1,1,52,43,31,1
4609,1,25,0,105,111,0
4610,1,2,43,519,66,1
4611,1,0,0,54,28,8
4612,1,5,0,136,69,19
4613,1,23,9,13,60,29
4614,1,47,0,123,43,115
4615,1,10,0,22,86,8
4616,0,36,0,35,339,175
4617,1,14,318,1101,40,98
4618,1,65,180,32,286,143
4619,1,205,16,7,194,124
4620,-1,26,64,583,49,0
4621,1,28,0,262,40,32
4622,1,6,224,207,85,15
4623,1,3,67,730,85,15
4624,-1,30,84,322,58,83
4625,1,47,20,15,237,75
4626,1,2,178,249,152,239
4627,-1,60,0,186,185,9
4628,1,16,38,115,97,31
4629,1,7,61,212,75,54
4630,1,4,211,497,57,21
4631,1,1,119,31,22,0
4632,1,0,8,125,37,21
4633,-1,37,93,109,485,18
4634,1,1,49,175,140,114
4635,1,31,47,43,139,58
4636,1,63,0,55,139,89
4637,1,21,0,13,188,7
4638,0,32,64,29,159,27
4639,1,6,53,320,232,33
4640,-1,12,0,1,172,22
4641,-1,101,0,47,102,5
4642,1,58,32,99,534,40
4643,1,26,0,128,142,41
4644,0,0,0,926,50,0
4645,1,3,0,34,44,0
4646,-1,42,55,107,23,0
4647,1,1,22,312,32,11
4648,-1,10,216,259,48,3
4649,1,26,72,17,55,12
4650,1,40,0,24,77,133
4651,1,23,117,348,104,4
4652,1,14,64,583,85,16
4653,1,2,0,6,73,15
4654,1,16,304,60,458,0
4655,1,8,0,63,111,49
4656,-1,43,286,143,93,25
4657,1,3,32,99,68,57
4658,1,10,0,13,124,60
4659,1,35,200,48,26,22
4660,-1,23,33,11,92,0
4661,0,9,74,248,25,0
4662,0,29,0,49,188,7
4663,1,1,19,92,39,123
4664,1,13,91,257,61,50
4665,1,73,147,596,159,17
4666,-1,25,210,190,8,0
4667,-1,23,0,230,204,54
4668,1,3,47,374,187,328
4669,1,18,0,43,52,9
4670,1,8,0,82,70,11
4671,1,26,96,153,52,12
4672,-1,7,54,89,107,257
4673,1,35,0,3,98,57
4674,-1,79,0,10,51,92
4675,1,14,80,188,98,57
4676,1,32,95,45,135,127
4677,1,68,97,157,73,13
4678,1,38,39,34,140,11
4679,1,7,44,496,34,0
4680,-1,70,0,16,136,190
4681,1,10,0,3,491,22
4682,-1,42,55,83,92,147
4683,1,42,60,99,78,9
4684,1,20,83,77,136,18
4685,1,0,0,36,164,660
4686,1,34,0,171,167,14
4687,-1,35,63,129,354,108
4688,-1,50,96,165,113,101
4689,-1,54,34,16,40,57
4690,1,19,0,32,103,2
4691,-1,0,0,926,68,0
4692,0,5,0,63,25,37
4693,0,81,59,80,47,2
4694,1,4,72,205,107,155
4695,1,7,66,90,60,212
4696,1,6,58,74,106,8
4697,1,6,192,237,76,230
4698,1,1,19,65,117,127
4699,1,50,113,117,189,0
4700,1,46,0,152,164,37
4701,0,22,0,56,177,130
4702,1,4,76,255,81,110
4703,-1,15,221,210,90,13
4704,0,15,0,67,43,0
4705,1,10,0,2,185,42
4706,1,6,0,213,75,28
4707,-1,44,0,49,253,14
4708,1,4,0,28,28,23
4709,1,9,85,93,114,3
4710,-1,18,0,13,79,0
4711,-1,22,0,72,318,100
4712,1,7,0,32,20,67
4713,-1,62,0,12,66,0
4714,1,26,0,256,458,0
4715,1,8,150,238,104,2
4716,0,0,0,926,164,48
4717,1,1,0,33,94,73
4718,-1,15,0,92,379,31
4719,0,37,0,444,30,0
4720,-1,16,141,100,202,210
4721,1,2,0,27,79,0
4722,-1,21,47,125,351,522
4723,1,7,0,10,148,72
4724,1,2,0,11,64,2
4725,1,13,0,25,115,31
4726,1,2,12,166,46,1
4727,0,19,0,3,89,12
4728,1,8,207,44,45,3
4729,1,8,54,289,87,13
4730,1,15,139,89,110,39
4731,1,1,0,1,71,15
4732,1,1,48,199,54,0
4733,1,54,69,160,72,0
4734,1,76,68,57,50,68
4735,1,23,58,74,122,105
4736,1,45,0,213,71,54
4737,1,6,180,222,139,58
4738,1,30,0,111,117,94
4739,-1,25,55,420,36,0
4740,0,17,237,75,63,64
4741,1,12,0,81,92,0
4742,-1,14,0,152,6,0
4743,1,15,0,8,44,28
4744,1,6,0,214,66,18
4745,1,4,199,455,100,1
4746,-1,27,57,21,15,0
4747,1,6,0,63,74,1
4748,1,51,79,126,106,5
4749,1,0,130,185,50,3
4750,-1,9,27,29,11,0
4751,1,1,0,33,180,300
4752,0,23,0,35,80,144
4753,-1,111,164,660,38,115
4754,-1,3,0,20,156,160
4755,-1,38,215,93,116,8
4756,1,2,0,1,146,2
4757,1,1,43,167,226,54
4758,1,14,0,110,181,153
4759,1,0,81,173,68,16
4760,-1,84,112,147,72,56
4761,1,3,86,61,56,9
4762,1,53,19,12,130,24
4763,1,5,289,122,152,25
4764,1,12,0,15,33,0
4765,-1,4,0,46,49,3
4766,-1,24,0,278,58,3
4767,1,12,67,64,163,86
4768,-1,15,0,23,106,28
4769,1,10,64,583,64,27
4770,-1,5,0,27,114,84
4771,1,1,0,12,50,0
4772,-1,49,0,15,40,0
4773,-1,31,0,129,8,0
4774,1,0,18,860,64,22
4775,1,43,40,57,159,19
4776,1,2,155,79,115,174
4777,-1,21,0,52,6,0
4778,0,165,0,1,66,1
4779,1,19,165,393,103,32
4780,1,5,36,77,66,90
4781,1,1,112,65,22,26
4782,-1,0,0,926,222,107
4783,1,62,0,39,191,68
4784,1,115,0,64,61,2
4785,1,1,0,21,123,31
4786,-1,14,0,3,23,0
4787,1,10,0,5,115,177
4788,-1,5,12,164,90,6
4789,1,5,0,27,181,153
4790,1,58,140,19,115,43
4791,1,9,9,3,95,26
4792,-1,262,71,34,99,29
4793,1,7,16,12,92,140
4794,1,3,193,159,98,16
4795,1,6,49,439,91,39
4796,1,37,128,281,379,31
4797,1,83,90,90,185,9
4798,1,6,118,185,76,255
4799,1,44,70,11,174,45
4800,1,6,68,89,91,0
4801,1,28,0,150,89,8
4802,1,26,72,343,726,206
4803,1,9,89,139,214,162
4804,1,39,72,343,165,393
4805,1,1,39,253,76,9
4806,1,44,37,136,277,217
4807,-1,92,0,444,24,0
4808,0,34,0,20,43,1
4809,1,15,0,2,189,75
4810,0,92,88,45,221,210
4811,-1,29,33,116,30,0
4812,1,2,139,152,140,11
4813,-1,71,65,397,154,318
4814,1,22,0,42,51,0
4815,-1,67,69,160,141,100
4816,1,14,68,13,80,54
4817,1,28,178,249,110,181
4818,-1,25,0,80,8,0
4819,1,7,0,214,126,30
4820,1,2,124,33,169,79
4821,-1,9,0,17,15,1
4822,1,7,43,166,68,0
4823,-1,53,0,256,154,38
4824,1,12,0,109,70,11
4825,1,7,0,22,76,1
4826,-1,193,0,8,356,144
4827,1,5,0,9,72,40
4828,0,124,22,312,116,8
4829,-1,23,0,18,491,22
4830,0,49,50,42,128,281
4831,-1,309,91,16,101,113
4832,1,30,65,54,105,9
4833,1,40,108,74,47,102
4834,0,47,0,156,286,33
4835,1,10,0,13,259,21
4836,1,1,92,41,79,186
4837,1,27,49,386,106,39
4838,1,3,0,8,74,71
4839,0,75,0,117,90,6
4840,0,3,118,185,18,1
4841,1,1,30,936,114,3
4842,-1,51,160,228,485,18
4843,1,5,93,157,100,34
4844,-1,89,286,143,71,81
4845,1,6,29,281,20,0
4846,0,51,0,114,114,3
4847,1,6,134,41,38,3
4848,1,5,47,374,70,46
4849,-1,175,0,17,61,10
4850,1,20,92,196,79,33
4851,1,22,68,84,188,26
4852,1,7,0,82,118,6
4853,-1,3,0,108,52,2
4854,1,2,0,108,49,14
4855,-1,33,0,9,92,42
4856,1,1,30,936,64,145
4857,-1,19,211,497,24,0
4858,1,15,96,268,35,27
4859,1,1,19,197,64,15
4860,1,3,0,50,100,15
4861,-1,4,107,155,195,81
4862,1,7,45,240,83,119
4863,1,31,0,110,72,32
4864,1,27,0,108,189,0
4865,-1,38,57,302,27,0
4866,-1,46,117,127,164,37
4867,-1,31,0,68,67,5
4868,1,15,89,29,67,0
4869,1,62,48,94,351,522
4870,0,144,88,45,47,2
4871,0,184,0,14,444,195
4872,1,62,136,190,151,54
4873,1,4,92,147,59,28
4874,-1,8,138,30,15,0
4875,1,7,0,52,101,0
4876,0,30,0,1,167,14
4877,1,2,0,19,148,27
4878,-1,16,189,63,154,318
4879,1,131,78,605,72,16
4880,1,17,65,67,92,27
4881,0,0,0,926,39,3
4882,1,6,0,244,94,40
4883,1,2,42,7,94,36
4884,-1,102,0,80,85,51
4885,1,3,0,444,221,60
4886,1,6,0,444,145,253
4887,-1,126,113,293,58,0
4888,1,12,0,2,166,44
4889,1,0,75,47,137,72
4890,1,1,30,936,125,27
4891,-1,12,67,14,123,0
4892,1,4,71,113,76,255
4893,1,133,94,36,85,4
4894,1,5,0,46,72,17
4895,1,4,156,160,68,61
4896,1,1,15,98,67,29
4897,-1,31,163,114,21,0
4898,-1,14,178,249,12,0
4899,-1,68,229,99,160,18
4900,-1,66,0,20,16,0
4901,-1,128,81,110,128,281
4902,1,11,147,596,128,28
4903,-1,9,28,218,195,81
4904,0,9,85,334,55,9
4905,1,55,0,148,115,174
4906,1,3,0,44,108,116
4907,1,2,190,270,71,71
4908,1,32,0,10,148,1
4909,1,48,150,238,57,13
4910,-1,6,318,1101,109,34
4911,0,8,35,21,93,17
4912,1,1,81,173,119,8
4913,1,24,138,21,518,6
4914,0,111,180,300,215,93
4915,1,35,28,27,25,18
4916,1,2,79,200,71,3
4917,1,15,122,74,117,94
4918,0,10,72,561,142,41
4919,1,3,155,183,93,18
4920,1,12,65,397,105,9
4921,1,22,84,322,133,1
4922,1,11,0,135,103,17
4923,-1,22,0,9,6,1
4924,1,76,115,206,48,119
4925,1,29,0,1,83,100
4926,1,1,53,320,30,7
4927,1,9,128,281,185,76
4928,-1,34,28,219,71,0
4929,1,2,0,1,91,5
4930,1,46,22,26,100,37
4931,1,90,147,596,172,31
4932,1,9,0,29,74,10
4933,1,11,111,49,52,17
4934,1,10,40,89,53,84
4935,0,8,114,84,15,0
4936,1,1,48,199,71,0
4937,1,6,23,30,126,19
4938,1,29,160,236,82,13
4939,-1,17,12,166,12,1
4940,1,22,147,596,150,124
4941,1,0,180,222,259,21
4942,0,38,49,439,193,159
4943,0,114,0,80,5,0
4944,1,14,0,230,243,18
4945,1,4,277,265,101,24
4946,1,51,55,53,119,281
4947,1,1,0,63,85,4
4948,-1,61,37,28,16,0
4949,-1,19,56,76,43,9
4950,1,11,0,29,47,244
4951,1,84,139,152,80,66
4952,1,12,129,167,38,39
4953,1,19,0,19,41,22
4954,1,18,0,14,102,0
4955,1,41,101,113,379,31
4956,1,7,67,64,289,122
4957,1,1,55,87,102,26
4958,-1,48,0,89,59,0
4959,-1,222,0,171,66,0
4960,1,2,0,4,94,43
4961,-1,16,0,2,79,3
4962,1,4,0,156,56,11
4963,1,7,83,53,59,11
4964,-1,8,163,114,40,0
4965,1,6,33,36,222,107
4966,1,4,74,372,52,5
4967,1,0,1,89,94,43
4968,1,5,0,1,379,31
4969,-1,5,83,82,26,4
4970,0,3,0,65,534,40
4971,1,41,0,5,175,96
4972,1,47,0,214,104,103
4973,1,25,102,15,88,29
4974,1,4,73,106,76,255
4975,1,13,108,31,167,1
4976,1,22,0,59,276,32
4977,-1,17,0,177,29,0
4978,1,40,19,12,118,42
4979,1,21,0,2,65,397
4980,1,3,53,328,82,19
4981,1,6,0,22,106,41
4982,1,4,0,7,138,30
4983,1,137,86,190,114,32
4984,1,9,28,1,60,5
4985,1,12,11,32,138,30
4986,1,23,8,184,137,5
4987,-1,61,74,372,518,6
4988,0,0,0,926,190,270
4989,1,84,0,45,30,0
4990,1,1,93,157,61,33
4991,1,3,199,455,126,30
4992,1,0,78,605,485,18
4993,1,8,0,8,86,61
4994,1,9,14,50,64,37
4995,-1,19,0,168,22,34
4996,-1,12,0,25,10,0
4997,1,49,51,92,85,40
4998,1,12,148,72,226,54
4999,1,5,165,274,93,35
5000,1,19,0,87,173,112
5001,-1,21,0,51,214,162
5002,0,18,0,38,152,4
5003,1,29,0,2,277,265
5004,-1,4,224,207,458,0
5005,1,5,0,3,49,1
5006,0,49,108,74,39,3
5007,1,40,53,320,72,133
5008,-1,60,73,66,12,1
5009,1,23,0,3,90,13
5010,1,13,223,105,202,210
5011,1,0,0,6,45,0
5012,1,4,0,13,82,22
5013,1,7,86,127,99,21
5014,-1,44,160,236,47,1
5015,1,5,22,72,72,17
5016,1,21,0,11,97,164
5017,1,3,3,132,49,9
5018,1,15,0,216,195,32
5019,1,36,94,207,491,22
5020,1,0,28,101,24,0
5021,-1,3,74,248,53,1
5022,1,9,214,162,47,0
5023,-1,176,0,81,237,75
5024,1,2,0,22,26,11
5025,1,1,82,39,77,3
5026,-1,13,82,318,48,3
5027,1,5,18,6,97,260
5028,-1,44,0,278,154,20
5029,1,12,83,119,91,3
5030,-1,23,210,190,204,54
5031,-1,71,128,238,23,0
5032,-1,24,0,1,60,5
5033,1,7,0,39,105,67
5034,1,5,18,54,50,106
5035,1,11,33,96,67,132
5036,1,7,20,167,30,11
5037,1,5,74,53,284,21
5038,1,7,35,46,79,52
5039,1,34,0,119,74,10
5040,1,9,351,522,100,1
5041,-1,2,0,3,60,5
5042,1,5,0,64,70,82
5043,1,14,113,293,80,293
5044,1,14,0,36,118,31
5045,1,17,0,40,129,14
5046,1,53,264,241,110,181
5047,1,85,0,214,354,108
5048,1,7,5,20,180,300
5049,1,52,0,40,46,15
5050,1,4,178,20,67,14
5051,0,111,0,31,205,0
5052,1,4,162,350,83,97
5053,1,18,141,100,37,35
5054,1,3,0,56,72,343
5055,1,7,0,122,89,7
5056,1,88,181,129,150,15
5057,1,5,52,36,42,19
5058,-1,21,0,76,65,34
5059,1,17,0,64,31,0
5060,1,5,226,54,132,20
5061,1,15,0,444,125,43
5062,1,4,69,232,43,3
5063,1,17,1,89,18,12
5064,-1,69,0,40,12,0
5065,-1,7,54,178,188,7
5066,1,0,18,860,47,125
5067,1,6,80,197,172,36
5068,-1,23,0,214,26,2
5069,1,25,0,158,356,404
5070,1,11,83,82,72,17
5071,-1,12,0,197,21,5
5072,1,4,25,83,34,15
5073,1,6,12,5,76,10
5074,1,75,0,173,132,23
5075,1,2,0,108,63,6
5076,-1,27,0,1,102,5
5077,1,20,0,92,109,68
5078,1,2,0,10,94,113
5079,1,2,43,166,94,36
5080,1,3,0,6,76,119
5081,-1,18,81,93,42,1
5082,1,1,29,50,80,12
5083,1,10,0,156,339,175
5084,1,11,15,98,22,1
5085,1,6,0,229,92,15
5086,-1,13,109,69,168,92
5087,1,11,15,98,42,140
5088,-1,19,0,294,32,99
5089,0,31,0,21,274,29
5090,1,4,78,40,83,18
5091,-1,40,88,169,6,1
5092,1,36,84,201,77,8
5093,1,12,110,181,149,28
5094,-1,8,0,96,49,10
5095,-1,22,0,1,444,195
5096,1,23,0,9,139,10
5097,1,4,71,71,100,142
5098,1,95,107,173,155,79
5099,1,6,44,496,57,73
5100,1,7,39,123,64,4
5101,-1,16,0,67,40,0
5102,-1,126,152,239,128,173
5103,1,11,111,49,106,23
5104,1,4,30,936,51,35
5105,1,4,0,99,259,21
5106,1,4,69,41,215,93
5107,0,24,17,56,726,206
5108,-1,51,74,197,40,1
5109,1,21,122,186,98,57
5110,-1,36,0,282,220,28
5111,1,24,156,134,60,0
5112,1,15,0,134,102,5
5113,1,35,134,70,162,8
5114,1,13,0,3,102,33
5115,1,3,28,218,37,2
5116,-1,3,52,81,24,0
5117,1,10,318,1101,80,14
5118,-1,27,69,41,159,27
5119,1,21,60,61,140,114
5120,1,3,189,63,98,16
5121,-1,165,0,127,161,151
5122,-1,33,76,102,64,9
5123,1,0,18,8,21,100
5124,1,3,69,232,75,47
5125,1,1,0,14,52,1
5126,0,50,163,86,226,54
5127,1,34,176,45,125,51
5128,-1,5,0,110,83,119
5129,1,2,75,47,104,77
5130,1,4,0,158,89,68
5131,1,3,97,260,79,200
5132,1,6,0,123,304,60
5133,1,45,110,181,94,113
5134,-1,25,0,16,102,0
5135,1,36,156,74,44,2
5136,1,7,0,116,19,21
5137,1,2,56,125,173,112
5138,1,66,0,90,82,66
5139,-1,27,45,148,211,497
5140,1,1,0,8,55,0
5141,1,162,0,15,98,166
5142,1,4,38,156,21,56
5143,1,28,351,522,212,48
5144,1,16,49,106,65,48
5145,1,12,0,53,356,144
5146,0,141,78,605,41,0
5147,1,39,98,35,277,217
5148,-1,13,324,102,100,16
5149,1,0,180,222,132,4
5150,1,7,69,23,40,89
5151,1,3,185,250,28,0
5152,1,30,76,54,176,57
5153,-1,20,72,561,91,41
5154,1,40,0,99,83,4
5155,1,5,74,201,32,0
5156,1,56,0,1,160,39
5157,1,4,96,153,92,101
5158,-1,9,199,455,7,51
5159,-1,71,0,74,106,41
5160,1,40,94,207,12,2
5161,1,30,96,16,119,33
5162,-1,91,58,131,65,54
5163,0,14,156,160,55,8
5164,1,10,0,13,64,9
5165,-1,73,56,35,28,0
5166,-1,14,0,91,32,0
5167,1,6,22,312,28,22
5168,1,7,0,42,63,37
5169,1,26,0,115,163,114
5170,1,6,0,11,163,86
5171,-1,23,12,164,86,17
5172,1,21,0,313,34,16
5173,1,4,0,51,195,32
5174,-1,58,0,81,57,62
5175,1,15,0,119,79,0
5176,1,15,0,12,70,65
5177,1,82,0,4,61,26
5178,1,19,356,404,379,31
5179,-1,43,128,281,14,40
5180,1,0,24,135,61,36
5181,1,4,149,28,150,53
5182,1,2,0,64,57,2
5183,1,23,0,108,61,145
5184,1,4,0,28,161,151
5185,1,12,47,374,324,102
5186,-1,191,0,117,131,22
5187,1,46,35,304,204,54
5188,1,1,67,77,29,19
5189,1,17,0,32,137,5
5190,-1,142,186,63,286,33
5191,1,41,165,393,518,6
5192,-1,64,0,129,149,81
5193,1,6,72,561,96,16
5194,1,17,64,145,89,74
5195,1,26,22,312,318,1101
5196,1,22,65,59,132,4
5197,1,26,114,21,162,8
5198,1,16,0,214,68,2
5199,-1,4,0,21,354,108
5200,1,5,0,25,52,0
5201,1,18,0,103,44,0
5202,1,21,38,267,81,0
5203,1,16,26,79,106,5
5204,1,4,35,200,54,1
5205,-1,59,57,73,74,0
5206,1,20,0,12,117,94
5207,0,50,138,41,50,6
5208,1,2,0,4,80,1
5209,-1,8,125,115,148,5
5210,1,12,117,127,46,3
5211,-1,27,76,102,39,0
5212,1,2,0,18,136,2
5213,1,4,0,4,117,15
5214,1,7,190,270,95,26
5215,0,52,53,23,190,270
5216,-1,91,100,11,375,8
5217,1,39,126,77,157,1
5218,-1,71,0,1,33,0
5219,1,7,164,660,150,238
5220,-1,44,96,390,11,0
5221,1,5,227,472,132,305
5222,1,93,60,296,112,8
5223,1,1,17,62,8,1
5224,1,0,40,45,92,4
5225,-1,24,0,248,64,11
5226,1,33,39,76,43,70
5227,1,2,0,227,55,71
5228,1,1,277,217,45,24
5229,1,16,42,27,83,99
5230,1,57,61,51,75,0
5231,1,0,81,162,178,228
5232,1,9,277,265,88,169
5233,-1,17,85,43,42,15
5234,1,9,35,55,226,54
5235,1,11,132,142,77,8
5236,1,4,35,304,50,44
5237,-1,24,0,58,176,11
5238,-1,27,97,77,172,31
5239,1,2,0,2,113,14
5240,1,145,0,206,84,190
5241,1,2,7,58,112,65
5242,1,5,49,439,88,13
5243,1,0,34,21,31,6
5244,1,20,135,147,48,14
5245,1,29,180,222,141,100
5246,1,17,93,156,76,64
5247,1,7,71,113,88,13
5248,1,3,17,56,132,4
5249,1,0,0,926,1,51
5250,1,9,0,99,36,19
5251,-1,8,30,936,47,2
5252,1,8,0,7,318,1101
5253,1,0,31,120,29,1
5254,1,22,57,8,159,17
5255,1,30,59,88,216,47
5256,1,1,0,2,57,0
5257,1,5,0,8,98,63
5258,0,10,121,143,179,20
5259,1,5,36,48,85,4
5260,1,14,86,61,56,27
5261,1,2,0,1,38,156
5262,-1,164,0,7,39,59
5263,-1,0,324,102,55,15
5264,1,13,63,86,95,156
5265,1,1,0,65,121,143
5266,1,8,0,115,255,231
5267,1,15,162,350,92,36
5268,1,13,181,153,112,9
5269,-1,18,138,30,136,18
5270,1,40,0,28,286,143
5271,-1,3,81,162,164,48
5272,1,80,147,596,48,5
5273,1,10,0,428,138,41
5274,1,63,49,439,150,48
5275,1,0,0,926,80,22
5276,1,9,57,7,93,17
5277,1,13,0,127,102,29
5278,1,2,124,60,132,50
5279,-1,50,84,322,119,35
5280,1,22,0,2,135,127
5281,1,4,32,72,161,12
5282,1,5,77,59,59,10
5283,1,4,0,1,60,0
5284,-1,18,22,150,71,0
5285,1,4,21,56,105,67
5286,1,1,30,936,199,455
5287,1,6,169,48,92,1
5288,1,11,80,53,59,4
5289,1,18,0,5,67,14
5290,1,8,51,148,63,8
5291,1,7,318,1101,130,24
5292,-1,303,102,15,491,22
5293,1,41,128,71,88,45
5294,1,13,0,125,123,31
5295,1,22,100,22,191,38
5296,1,3,55,85,48,42
5297,1,47,18,43,30,28
5298,-1,42,0,7,23,0
5299,1,10,0,123,29,19
5300,1,14,22,150,44,1
5301,1,7,60,99,93,17
5302,1,2,164,660,91,6
5303,-1,54,0,75,458,0
5304,-1,61,53,9,9,3
5305,1,3,102,96,95,26
5306,1,9,83,53,78,4
5307,1,21,168,311,109,60
5308,1,25,73,139,164,27
5309,1,1,0,61,40,19
5310,0,29,140,114,81,110
5311,-1,21,43,519,57,73
5312,1,7,141,100,62,11
5313,1,13,81,162,42,2
5314,1,31,211,497,87,9
5315,0,227,82,66,379,31
5316,0,96,44,496,125,43
5317,1,7,351,522,48,67
5318,1,6,21,56,74,19
